#C Dover Sole 2011 assessment (Allan Hicks, Chantel Wetzel)

1910    #_styr
2010    #_endyr
1       #_nseas
12      #_months/season
1       #_spawn_seas
3       #N fisheries
4       #N surveys
1       #N_areas
CA%OR%WA%AFSC_Slope%Triennial%NWFSC_Slope%NWFSC_combo
0.5 0.5 0.5 0.825 0.55 0.65 0.65 #timing_in_season
1 1 1 1 1 1 1 #_area_assignments_for_each_fishery_and_survey
1 1 1 #_units of catch:  1=bio; 2=num
0.01 0.01 0.01 #_se of log(catch) only used for init_eq_catch and for Fmethod 2 and 3
2 #_Ngenders
60 #_Nages

0 0 0 #_init_equil_catch_for_each_fishery
101		#_N_lines_of_catch_to_read					
#CA	OR	WA	Year	Season
0.0	0.0	0.0	1910	1
10.0	0.0	0.0	1911	1
20.0	0.0	0.0	1912	1
30.0	0.0	0.0	1913	1
40.0	0.0	0.0	1914	1
50.0	0.0	0.0	1915	1
55.8	0.0	0.0	1916	1
152.1	0.0	0.0	1917	1
183.7	0.0	0.0	1918	1
192.7	0.0	0.0	1919	1
166.5	0.0	0.0	1920	1
254.6	0.0	0.0	1921	1
429.6	0.0	0.0	1922	1
493.9	0.0	0.0	1923	1
692.8	0.0	0.0	1924	1
763.5	0.0	0.0	1925	1
753.7	0.0	0.0	1926	1
913.1	0.0	0.0	1927	1
895.9	0.0	0.0	1928	1
1020.0	0.0	0.0	1929	1
951.8	0.0	0.0	1930	1
820.2	0.0	0.0	1931	1
774.7	9.4	0.0	1932	1
724.2	4.4	0.0	1933	1
767.7	1.6	0.0	1934	1
785.2	4.7	95.0	1935	1
719.3	18.3	244.0	1936	1
726.1	92.7	210.9	1937	1
680.0	1.9	260.3	1938	1
861.5	288.6	245.6	1939	1
655.5	518.5	296.9	1940	1
412.2	618.9	467.9	1941	1
273.9	1031.6	500.6	1942	1
408.8	2732.1	696.9	1943	1
417.7	676.5	498.8	1944	1
683.3	1170.7	500.9	1945	1
944.7	1427.2	526.7	1946	1
1104.0	905.4	434.5	1947	1
1554.9	1321.9	639.0	1948	1
2977.6	1431.9	512.9	1949	1
3731.9	2750.3	471.7	1950	1
3662.3	3601.8	379.0	1951	1
4796.8	3234.0	532.0	1952	1
3545.5	1111.0	420.6	1953	1
3638.1	1543.7	736.9	1954	1
3267.7	1214.3	1130.0	1955	1
3286.1	1447.2	932.5	1956	1
3159.1	1656.1	365.3	1957	1
3136.0	1690.7	642.3	1958	1
2784.0	1952.8	423.7	1959	1
3619.7	2127.3	1091.7	1960	1
3046.4	1867.6	708.5	1961	1
3406.5	2160.3	731.6	1962	1
3808.6	2578.8	969.2	1963	1
3898.0	2501.4	546.4	1964	1
4563.8	1439.3	497.4	1965	1
4383.1	1629.2	313.5	1966	1
3091.0	1718.8	226.9	1967	1
3647.1	1873.7	491.7	1968	1
5860.0	2621.0	460.9	1969	1
6876.9	2590.1	597.2	1970	1
6383.4	2632.7	394.4	1971	1
10016.1	2728.0	369.8	1972	1
10199.3	2075.5	383.5	1973	1
8657.9	2578.3	441.0	1974	1
10291.3	2068.3	428.5	1975	1
10322.3	2295.0	1072.7	1976	1
9944.5	1854.4	928.4	1977	1
9421.1	3383.8	1422.2	1978	1
10611.5	5064.9	2186.5	1979	1
8231.9	4024.7	1990.0	1980	1
9250.7	5228.1	1834.2	1981	1
10050.4	8083.4	2738.2	1982	1
8578.1	8449.4	2922.8	1983	1
9779.0	6099.4	3376.4	1984	1
12001.8	5695.2	2846.2	1985	1
10981.9	4771.9	1451.0	1986	1
10708.3	6016.8	1606.3	1987	1
8138.0	7647.4	2270.2	1988	1
7706.4	8886.0	2235.5	1989	1
6297.3	7489.6	1897.1	1990	1
7686.1	8793.9	1716.6	1991	1
8630.5	6055.0	1334.8	1992	1
6534.0	6462.7	1308.8	1993	1
4457.6	3842.9	979.8	1994	1
6060.9	3503.1	897.3	1995	1
6391.0	4629.4	1048.6	1996	1
5292.0	3937.7	833.6	1997	1
3561.9	3769.3	619.7	1998	1
3804.8	4430.6	788.3	1999	1
3323.4	4625.1	741.9	2000	1
2446.3	3714.5	703.6	2001	1
3099.7	2689.5	444.3	2002	1
3239.0	3312.9	464.7	2003	1
2384.4	3798.6	550.1	2004	1
2202.4	3968.7	721.2	2005	1
1739.7	3523.4	694.0	2006	1
2758.7	5550.2	955.2	2007	1
2992.1	7259.6	951.9	2008	1
3154.3	7452.4	1124.8	2009	1
2613.6	6878.9	882.1	2010	1



#Abundance	indices			
26				
#_Units:  0=numbers; 1=biomass; 2=F
#_Errtype:  -1=normal; 0=lognormal; >0=T
#_Fleet Units Errtype
1 1 0 # CA
2 1 0 # OR
3 1 0 # WA
4 1 0 # AFSC slope
5 1 0 # Triennial
6 1 0 # NWFSC slope
7 1 0 # NWFSC combo
#Year	Seas	Fleet	Value	SE(log(B))
#AFSC slope		fleet=4	Median	
1997  1  4  115287   0.09129261
1999  1  4  116304.8 0.09623537
2000  1  4  133776   0.09146446
2001  1  4  181507.3 0.09268572
#early Triennial		fleet=5		
1980  1  5  17879.62  0.07298857
1983  1  5  23398.54  0.06499434
1986  1  5  26575.62  0.07334597
1989  1  5  18716.04  0.05991776
1992  1  5  15544.73  0.08627467
#late Triennial		fleet=5		
1995  1  5  35859.58   0.06544357
1998  1  5  45343.85   0.05805078
2001  1  5  67084.99   0.05440894
2004  1  5  113326.52  0.0589862
#NWFSC_Slope		fleet=6		
1998  1  6  131311.2   0.0627629
1999  1  6  148025.2   0.07379278
2000  1  6  137961.7   0.06827921
2001  1  6  124823     0.06603929
2002  1  6  172913.7   0.06255329
#NWFSC_Combo		fleet=7		
2003  1  7  293434.6   0.07699773
2004  1  7  255788.7   0.06025355
2005  1  7  253880.2   0.05664991
2006  1  7  267902     0.05420957
2007  1  7  299382.6   0.04907333
2008  1  7  278502.9   0.05175503
2009  1  7  252247.9   0.05260745
2010  1  7  266347.5   0.05725072


#_Discards					
3	 #_N_fleets_with_discard				
#Fleet Units Err_Type					
#_discard_units (1=same_as_catchunits(bio/num);2=fraction; 3=numbers)					
#_discard_error:  >0 for DF of T-dist(read CV below); 0 for normal with CV; -1 for normal with se; -2 for lognormal with se in log space					
#Fleet	Units	Error			
1	2	-2			
2	2	-2			
3	2	-2			
28	#nobs_disc				
# Year	Seas	Fleet	Value	Error	
1992	1	1	0.1271	0.2	 # Humboldt State University study
1959	1	2	0.1465	0.2	 # Hermann and Harry (1963)
1974	1	2	0.167	0.2	 # Methot et al (1990) based on TenEyck and Demory (1975)
1986	1	2	0.07	0.2	 # Pikitch study
2002	1	1	0.232125545	0.068944819	
2002	1	2	0.157901557	0.119007613	
2002	1	3	0.133399084	0.078908815	
2003	1	1	0.203113758	0.059834439	
2003	1	2	0.178569276	0.086140416	
2003	1	3	0.228919933	0.111126444	
2004	1	1	0.111893249	0.120534811	
2004	1	2	0.062234531	0.152444324	
2004	1	3	0.04404019	0.103040781	
2005	1	1	0.12471805	0.063502045	
2005	1	2	0.091372665	0.132519747	
2005	1	3	0.131077363	0.082992192	
2006	1	1	0.167871942	0.087901932	
2006	1	2	0.109009151	0.181441127	
2006	1	3	0.213451921	0.087873794	
2007	1	1	0.162606146	0.080141759	
2007	1	2	0.067312476	0.206500451	
2007	1	3	0.111201871	0.142774737	
2008	1	1	0.112377748	0.091753302	
2008	1	2	0.03370918	0.216252586	
2008	1	3	0.035152131	0.212366644	
2009	1	1	0.144438259	0.089267311	
2009	1	2	0.041777754	0.113055143	
2009	1	3	0.057377194	0.129324783	


#_Mean_BodyWt					
24	#nobs meanwt				
30	#degrees of freedom for meanwt t-distn				
#Year	Seas	Type	Partition	Value	CV
2002	1	1	1	0.490566942	0.176332583
2002	1	2	1	0.445147843	0.194378017
2002	1	3	1	0.35032816	0.283023071
2003	1	1	1	0.52339686	0.169887183
2003	1	2	1	0.384117905	0.252789016
2003	1	3	1	0.323329211	0.338282413
2004	1	1	1	0.429157794	0.204920027
2004	1	2	1	0.327226833	0.243105638
2004	1	3	1	0.300457571	0.279897793
2005	1	1	1	0.414446216	0.197262172
2005	1	2	1	0.445233464	0.206508047
2005	1	3	1	0.381844341	0.27779069
2006	1	1	1	0.435172012	0.262609593
2006	1	2	1	0.411322616	0.220213686
2006	1	3	1	0.379793576	0.380502945
2007	1	1	1	0.446243677	0.199786602
2007	1	2	1	0.355818132	0.241683037
2007	1	3	1	0.362023165	0.27167789
2008	1	1	1	0.437647043	0.226674874
2008	1	2	1	0.48875268	0.220375603
2008	1	3	1	0.429695212	0.238527025
2009	1	1	1	0.459920164	0.197406524
2009	1	2	1	0.469166492	0.274947503
2009	1	3	1	0.444393179	0.333852267



#Population length bins
2	# length bin method: 1=use databins; 2=generate from binwidth,min,max below; 3=read vector
1	# binwidth for population size comp
5	# minimum size in the population (lower edge of first bin and size at age 0.00)
65	# maximum size in the population (lower edge of last bin)


#Length bins
-1	#min_tail	#min_proportion_for_compressing_tails_of_observed_composition
0.0001	#min_comp	#constant_added_to_expected_frequencies
0 #_combine males into females at or below this bin number
#_Length_Composition_Data																																																									
27	#nlength	#N_length_bins																																																							
#len_bins(1,nlength)	#_lower_edge_of_length_bins
8	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60

#LENGTH_COMPOSITIONS:Replicates_(by_state)_must_be_contigent_within_Year-Seas-Fleet-Sex
163	#nobs length																																																																						nTows
#year	Season	Fleet	gender	partition	nSamps	F8	F10	F12	F14	F16	F18	F20	F22	F24	F26	F28	F30	F32	F34	F36	F38	F40	F42	F44	F46	F48	F50	F52	F54	F56	F58	F60	M8	M10	M12	M14	M16	M18	M20	M22	M24	M26	M28	M30	M32	M34	M36	M38	M40	M42	M44	M46	M48	M50	M52	M54	M56	M58	M60												
#Commercial reatined LFs. WA years 1965, 1967, 1969:1972, and 2006 are unsexed (unsexed lengths greater than 25% of all lengths)																																																																							
1978	1	1	3	2	64	0	0	0	0	0	0	0	0	0	0	0	0.339899734	1.741067788	2.100462231	4.572913046	7.865397341	7.629908084	8.167721043	6.312695052	4.384372247	2.093411046	1.028791241	0.26921715	0.147323333	0	0.051242495	0	0	0	0	0	0	0	0	0	0	0	0.09445667	0.603469681	2.969623255	6.751952849	11.23199383	13.33270554	10.45892873	5.454482543	1.678067189	0.361825328	0.358072557	0	0	0	0	0	0												
1979	1	1	3	2	38	0	0	0	0	0	0	0	0	0.036952175	0	0	0.019693728	1.144775488	2.65004214	7.544125617	7.18141051	7.775731218	7.401851183	6.1515027	5.51564895	2.30756747	1.259539822	0.291823151	0.545535061	0.161770652	0.112659611	0	0	0	0	0	0	0	0	0	0.128082612	0	0.328214936	0.290009447	2.811172005	6.483739667	9.95166858	10.87540109	11.27626953	5.96576916	1.465352085	0.063015348	0.098905413	0	0	0	0	0	0.161770652												
1980	1	1	3	2	115	0	0	0	0	0	0	0	0	0	0.015855856	0.159769026	0.650379342	2.184050956	5.191653215	7.97772675	8.053838505	7.785978238	6.206602276	4.699540021	3.340058421	1.730296325	0.886888207	0.400039688	0.107271452	0.151596356	0.000899878	0.052976783	0	0	0	0	0	0	0	0	0	0	0.169389296	1.387984057	4.510661255	10.4798072	13.58524365	9.306003515	6.548284788	2.913666831	1.02446173	0.38012736	0.074102908	0.024846113	0	0	0	0	0												
1981	1	1	3	2	80	0	0	0	0	0	0	0	0	0	0.049370005	0.185407792	0.398696998	0.817023657	2.924025386	4.481144925	5.271151705	6.629899934	6.386384518	5.488125329	4.380157799	2.076942125	1.357771093	0.45889071	0.174988318	0.033374593	0	0	0	0	0	0	0	0	0	0.032340444	0	0	0.180639624	1.16645472	4.458667621	11.35599172	10.84572587	12.5846332	9.470805399	5.390678578	2.739865448	0.43899341	0.221849073	0	0	0	0	0	0												
1982	1	1	3	2	68	0	0	0	0	0	0.013930254	0	0	0	0	0.032505772	0.547886711	2.820324654	2.460753545	4.23782979	5.635683077	5.223369543	6.549345662	5.507313917	4.250666234	1.601897548	0.870724826	0.30391759	0.115380468	0.041308027	0.002069265	0.013930254	0	0	0	0	0	0	0	0	0	0.101862743	0.161037605	1.564538338	6.246226941	8.271428614	12.31254836	12.19676697	10.58981447	5.983156429	1.956298569	0.289905767	0.097578057	0	0	0	0	0	0												
1983	1	1	3	2	106	0	0	0	0	0	0	0	0.013292522	0	0.012725414	0.274886469	0.816634708	3.509230846	5.922819809	7.465411876	6.476915241	6.620585105	5.161995084	5.276427246	4.305118739	2.015597339	1.250189809	0.400559913	0.555284222	0.124672972	0.003745502	0	0	0	0	0	0	0	0	0.00740794	0	0.029285379	0.327671306	0.896710467	4.067009219	9.250525921	11.00184044	10.70600845	7.276125153	4.030574927	1.617959286	0.420745858	0.043916847	0	0.028228207	0.089897785	0	0	0												
1984	1	1	3	2	88	0	0	0	0	0	0	0	0	0	0.002673493	0.066717546	0.951555223	4.221125252	6.56962829	8.589762033	7.526292884	6.625499666	8.323115136	7.203599533	3.743241082	1.704348436	1.139466344	0.392207783	0.226505647	0.057891804	0.046221591	0	0	0	0	0	0	0	0	0.099476639	0	0	0.401303894	1.459833566	4.127101422	7.820650499	8.683448309	8.3132269	5.911165934	3.977372563	1.442555017	0.374013515	0	0	0	0	0	0	0												
1985	1	1	3	2	121	0	0	0	0	0	0	0	0	0	0.050941914	0.342874837	1.113221144	2.773541879	6.784854888	7.197891674	7.406136375	6.355382601	5.688807334	4.012544027	2.784863356	1.384712944	0.582485945	0.165509927	0.042396155	0.032935234	0.017333456	0	0	0	0	0	0	0	0	0.050867491	0.00584518	0.111179847	0.789377433	4.200767305	8.590832407	10.72262672	10.00597602	8.522371276	5.385567456	3.381687926	1.131426568	0.298767511	0.066273179	0	0	0	0	0	0												
1986	1	1	3	2	100	0	0	0	0	0	0	0	0.027181653	0.009837564	0.081562261	0.346911007	2.05829918	4.112136273	7.361819373	7.127777186	7.738904644	5.626397441	5.1628103	4.263400104	2.320338561	1.492106857	0.353173846	0.393385795	0.041893179	0	0.004160647	0	0	0	0	0	0	0	0	0.027181653	0.044230913	0.202983837	1.28679851	5.186239511	9.379816614	9.039450419	8.486148202	7.845854023	5.45615782	2.917483833	1.019454596	0.401584626	0.17463236	0	0	0.009887212	0	0	0												
1987	1	1	3	2	98	0	0	0	0	0	0	0	0	0.003841361	0.149855687	0.705391025	3.146437899	5.512632221	8.090889172	7.054243116	5.843734703	5.394760069	4.882939032	3.653283066	2.11913629	1.176165936	0.641514521	0.131454368	0.095141438	0.088312375	0.086545982	0	0	0	0	0	0	0	0	0	0	0.159189549	1.302337762	5.706431655	10.49505519	10.38771979	8.405165297	6.331717885	5.070848623	2.071201814	1.09235381	0.1615609	0.028787185	0.011352278	0	0	0	0	0												
1988	1	1	3	2	94	0	0	0	0	0	0	0	0	0	0.095078635	0.936293569	2.560303948	5.546148272	8.11006299	8.376549054	7.59002559	7.155311805	5.18208491	4.122842316	2.567923713	1.523907715	0.317752803	0.217282176	0.034217898	0.045931111	0.010573891	0.07998647	0	0	0	0	0	0	0	0	0	0.215920811	1.104447817	6.335053995	9.811445094	10.02413574	7.938933892	5.052268018	2.50929485	1.446952238	0.642145301	0.244070249	0.162422243	0	0.010160606	0	0	0.030472281	0												
1989	1	1	3	2	127	0	0	0	0	0	0	0	0	0.030317811	0.089382386	0.910850683	2.568437375	5.31777693	6.333651363	6.729319661	7.130569322	5.855118351	5.830269667	5.984769426	3.319422894	1.97352625	0.554873789	0.198396899	0.023273795	0.146795249	0.0676665	0.010871298	0	0	0	0	0	0	0	0.004839217	0	0.355124859	1.407073653	4.636152393	9.290772698	9.692065884	7.319939312	6.338299621	4.24971043	2.115777083	1.282303609	0.230020027	0.002631563	0	0	0	0	0	0												
1990	1	1	3	2	101	0	0	0	0	0.046337742	0	0	0	0.086241791	0.358746455	1.184221296	2.906824644	5.135131071	5.982233881	6.067391117	6.771163671	5.342957633	4.671835857	4.133745926	2.65194517	1.289952387	0.587099106	0.269394094	0.164491676	0.007019854	0	0.06559899	0	0	0	0	0	0	0	0.034571376	0.164190689	0.793589035	3.132755819	7.474541969	12.30914854	11.05881432	7.0290716	4.428993994	3.116169236	1.490979068	0.916754406	0.176437017	0.140036146	0.011614424	0	0	0	0	0												
1991	1	1	3	2	133	0	0	0	0	0	0	0	0	0.022493599	0.228014893	0.75934311	1.896042285	4.523434218	6.655659217	6.437120784	5.626823705	5.34436777	4.561464383	3.137030626	2.440725259	1.069406512	0.596954	0.344712023	0.116290603	0.024793287	0.045463447	0.022030641	0	0	0	0	0	0	0.00641592	0	0.159324995	0.401874361	2.345358256	6.578994028	12.85742398	12.6584202	8.595076882	5.392461871	3.709305355	2.234445796	0.936320352	0.224019648	0.047873614	0.000514382	0	0	0	0	0												
1992	1	1	3	2	130	0	0	0	0	0	0	0	0	0.006087136	0.075916702	0.487352381	2.367477633	4.398152348	6.203128593	7.29735559	6.436657015	6.075029657	5.09671631	4.93917814	3.03038878	1.616724122	1.036080275	0.391938604	0.238205145	0.073574811	0.049582918	0.03926213	0	0	0	0	0	0	0.017664101	0.005035748	0.089003416	0.41433735	1.882785874	5.490592805	10.61422412	11.09901042	7.857119541	5.703186214	3.76652964	1.955119895	0.883374597	0.32059142	0.015199985	0.009752484	0.017664101	0	0	0	0												
1993	1	1	3	2	85	0	0	0	0	0	0	0	0	0.053485298	0.160145711	0.913868078	2.638624372	4.422229867	5.822538649	6.928265075	5.673879103	5.691731302	4.523425633	4.259092023	2.865406146	1.388730332	0.598032901	0.330142216	0.186318733	0	0	0.043228478	0	0	0	0	0	0	0	0.041102444	0.033376514	0.477617042	1.845915137	5.448796109	8.32959401	9.408533337	8.338221826	7.527727305	6.585941883	3.969463168	1.209492692	0.265337221	0.019737396	0	0	0	0	0	0												
1994	1	1	3	2	70	0	0	0	0	0	0	0	0	0	0	1.203911756	4.151298434	7.978101329	9.312839459	6.547988719	6.202519114	4.33878279	3.346397211	4.477054369	1.984624257	1.270191364	0.727539107	0.244555395	0.054400885	0	0	0	0	0	0	0	0	0	0	0	0.058686155	0.971551402	2.670447771	6.973382562	9.841197919	7.53988114	5.452581243	5.397661148	4.89714086	2.906711822	1.076041918	0.142580905	0.231930964	0	0	0	0	0	0												
1995	1	1	3	2	97	0	0	0	0	0	0	0	0.072837107	0	0.194963139	0.96730597	2.288631808	3.833133614	6.340378753	5.548343588	6.303878582	5.345309214	5.57392902	5.508697488	3.254090621	1.520609075	0.465542275	0.147797167	0.187047583	0.058372696	0.01745735	0.029813515	0	0	0	0	0	0	0	0.097197113	0.039749354	0.464482586	1.545662127	3.909240235	7.098724308	10.0449625	9.800697502	7.319861276	6.230446781	4.375333834	0.975021054	0.299769032	0.098656815	0.028789145	0	0.013267774	0	0	0												
1996	1	1	3	2	94	0	0	0	0	0	0	0	0.016573487	0.016573487	0.110661697	0.346082172	1.201910552	3.339048352	6.244622747	6.234759841	6.137093336	5.943147195	4.172882853	4.258831253	3.074735433	1.328606895	0.58752176	0.206717007	0.178319707	0.026213739	0.021298386	0.020623641	0	0	0	0	0	0	0	0.068250173	0.043583046	0.282356284	1.276939022	3.292541824	7.488965717	10.53994254	11.10407389	8.562276441	7.63441246	4.776177167	1.034853058	0.319698561	0.024858538	0.076267362	0	0.008580381	0	0	0												
1997	1	1	3	2	88	0	0	0	0	0	0	0	0.038909947	0.006824634	0.039271993	0.488142549	1.599705741	4.656427781	6.747525095	7.075775374	6.147827139	5.266644337	4.43886243	3.909749194	2.637258174	1.414966369	0.443463054	0.267789625	0.154483459	0.038631871	0.010115429	0.024058902	0	0	0	0	0	0	0	0.023063587	0.057308309	0.211901001	1.244343655	3.869697949	7.927877822	10.16948893	10.13167454	9.297471051	6.509059371	3.927827422	0.842061513	0.361140421	0	0	0.020651334	0	0	0	0												
1998	1	1	3	2	90	0	0	0	0	0	0	0	0.017677486	0	0.020225956	1.013131435	2.15492154	5.232187072	7.113800373	7.276541886	6.278236267	5.824402447	4.365518048	2.722390783	2.064841125	0.739014457	0.452007997	0.262327092	0.231909024	0.073894003	0.007697473	0	0	0	0	0	0	0	0	0.044467939	0.078669758	0.218859435	2.34989729	6.033003745	12.15675932	12.12301532	8.797741349	6.003467466	3.62880091	1.791970158	0.691349624	0.13979966	0.091473566	0	0	0	0	0	0												
1999	1	1	3	2	83	0	0	0	0	0	0	0	0	0	0.088237933	0.373062307	1.700028275	4.256668214	7.348111635	6.938458554	5.868204251	5.947265903	3.668816507	3.431822327	1.949454401	1.195954142	0.458665077	0.314387213	0.251005664	0.147196296	0.086623855	0.029488988	0	0	0	0	0	0	0	0	0	0.578949284	1.966094924	6.149545592	11.44210892	11.65842671	8.351090287	6.1122468	5.535049692	2.561497529	1.04917674	0.299840736	0.208177333	0.034343915	0	0	0	0	0												
2000	1	1	3	2	74	0	0	0	0	0	0	0.003065153	0.01904221	0.093238812	0.099752576	0.746799057	2.490246521	5.280468235	7.200890055	6.438773944	6.166826762	5.46114484	5.035655326	3.40114755	2.55784428	1.13051634	0.464157116	0.130122296	0.161301817	0.034456201	0.061895999	0	0	0	0	0	0	0	0	0.061895999	0.124970189	0.373945116	2.129252585	5.324389943	11.3195564	12.31992515	8.907158853	5.203933374	4.405613131	2.174024372	0.400683258	0.253169598	0	0.024136937	0	0	0	0	0												
2001	1	1	3	2	80	0	0	0	0	0	0	0	0.032912645	0.104641359	0.017639896	0.280509239	1.480680767	4.26078769	6.257804292	7.639781871	7.259505125	5.510957367	4.473464029	3.525708249	2.091004848	1.535637557	0.791118286	0.450138393	0.018593413	0.126312594	0.005496791	0	0	0	0	0	0	0	0	0.109489484	0.090213749	0.1661825	1.192189145	4.408866696	8.831987099	13.08397301	10.77984081	7.708287904	4.004150055	2.593543126	0.702626101	0.373975395	0.059067871	0.032912645	0	0	0	0	0												
2002	1	1	3	2	119	0	0	0	0	0	0	0	0	0	0.113335164	0.6191586	1.423852171	4.793718203	8.14120297	10.40972077	8.443704398	7.319537318	4.535630961	3.287415556	2.85715248	1.431567867	0.602060495	0.26797502	0.127819978	0.054115491	0.018088388	0.002051404	0	0	0	0	0	0	0.045365848	0	0	0.203806397	0.705482806	2.902543012	6.871357567	12.12412014	10.34177894	5.7188149	3.840728873	1.74368169	0.784473812	0.140682389	0.069119764	0.019970557	0.039966073	0	0	0	0												
2003	1	1	3	2	114	0	0	0	0	0	0	0	0.064020289	0.081398374	0.063090023	0.392139724	1.29568579	4.319125514	6.966682046	8.100409507	7.691470077	4.745742572	4.514747335	2.909714451	2.536568743	1.175298664	0.442074483	0.06460181	0.044559594	0.101836764	0.028106142	0.012811642	0	0	0	0	0	0	0	0.071537144	0.081398374	0.227271484	1.243297139	4.135161957	9.965646863	15.0836346	11.1142057	6.683854439	3.283001448	1.680734487	0.684958432	0.1045504	0.081310443	0.004315841	0.005037702	0	0	0	0												
2004	1	1	3	2	76	0	0	0	0	0	0	0	0.049815372	0.011487942	0.13874745	1.014173921	2.338923745	5.64302368	8.846989603	8.162239593	6.124739973	4.192230063	2.537545698	2.267796321	1.785483043	0.680274543	0.024923422	0.095803669	0.024923422	0	0	0	0	0	0	0	0	0	0	0	0.056168322	0.310982611	1.639739206	6.161264124	12.84561716	13.42757443	9.653469374	6.556709866	2.787749501	1.650547394	0.654045665	0.235719046	0.039215392	0.042076452	0	0	0	0	0												
2005	1	1	3	2	97	0	0	0	0	0	0	0	0	0	0.054763536	0.198863878	1.244253536	4.217865849	7.61060478	9.815204419	9.132146136	7.772984369	4.81757776	3.859883972	2.590427917	1.24517466	0.6432039	0.261386398	0.126344947	0.027545042	0	0	0	0	0	0	0	0	0	0.027054941	0	0.277993453	1.030155345	3.610549741	9.016701229	12.2816918	8.85707638	5.915400989	3.06955779	1.524234877	0.615328915	0.097010232	0.036053326	0	0	0.022959881	0	0	0												
2006	1	1	3	2	83	0	0	0	0	0	0	0	0.08112203	0.017099976	0.171063917	0.316928988	1.240520895	3.52527101	6.54153455	7.471679174	8.717151449	6.799170012	5.370116118	5.281802556	3.09149447	1.874743485	0.992120771	0.552776422	0.092264813	0.091423988	0.007495045	0.16224406	0	0	0	0	0	0	0	0	0.135710543	0.217409649	1.67454479	4.085491705	9.728176515	10.68430351	9.60330439	5.812919307	3.277997946	1.435559187	0.667324651	0.136314309	0.094764228	0	0	0.048155539	0	0	0												
2007	1	1	3	2	85	0	0	0	0	0	0	0	0.091576685	0.173462569	0.192043064	0.448886393	1.942665319	5.975236886	6.938809252	8.983891517	7.641315189	4.679043076	4.742648234	3.378480873	1.724489068	1.25137141	0.4962646	0.227745933	0.020466812	0.01014703	0	0	0	0	0	0	0	0	0	0	0.062623228	0.24934721	1.203367801	4.41407455	12.40413917	13.46186207	9.892361656	4.743412996	3.042630227	1.0629932	0.367690559	0.102739984	0.064066415	0.01014703	0	0	0	0	0												
2008	1	1	3	2	91	0	0	0	0	0	0	0	0	0.07525698	0.135284301	0.458927706	1.887301906	4.929321943	9.34710778	10.70608123	8.297251515	6.649338478	5.10515129	3.687987603	2.34795724	1.379833806	0.466480297	0.055875045	0.196126864	0	0	0.121656194	0	0	0	0	0	0	0	0	0.07525698	0.17976996	1.126668997	5.929275436	8.129740152	11.70052962	7.383249248	4.733120319	3.112449489	0.990559922	0.581211701	0.081467165	0.106079988	0.023680849	0	0	0	0	0												
2009	1	1	3	2	71	0	0	0	0	0	0	0	0	0.027962971	0.12399483	0.602178166	2.114338366	4.407650729	7.188896979	6.865316633	8.857946205	6.980626262	5.272666861	5.213410801	3.484197634	1.462578535	0.570122023	0.27997267	0.192493376	0.064239048	0.025117137	0.050387718	0	0	0	0	0	0	0	0	0.044484907	0.525500435	1.451497745	4.912433062	9.826560497	9.875311327	7.116448167	5.624693042	4.245595271	1.567562192	0.59612263	0.361827295	0.007404562	0.027925314	0	0	0	0.032536605	0												
1966	1	2	3	2	34	0	0	0	0	0	0	0	0	0	0.034881527	0.130882809	0.445818387	2.678379925	7.214089525	9.280625731	10.90135616	9.983948566	7.083648989	5.189290227	3.163707596	2.046721293	1.423548174	0.844715256	0.77808761	0.582591659	0.239732711	0.222158702	0	0	0	0	0	0	0	0	0	0	0.124897198	0.659587781	3.377682393	7.283804893	9.318429457	7.458941192	5.128857211	2.423252208	1.198961588	0.604412018	0.15030713	0	0	0.026682089	0	0	0												
1967	1	2	3	2	26	0	0	0	0	0	0	0	0	0	0	0	0.266230938	0.897860785	5.836897806	11.07092365	12.46952482	10.31382714	8.001069	3.980635374	3.611516089	2.464301645	1.95403104	0.820575149	1.040502658	0.543296019	0.368449511	0.25154639	0	0	0	0	0	0	0	0	0	0	0	0.355325721	2.237736921	6.805382271	11.19937165	7.601210273	4.3854089	1.70656712	0.942004356	0.552359098	0.248223783	0.03131096	0	0.043910927	0	0	0												
1968	1	2	3	2	27	0	0	0	0	0	0	0	0	0	0	0	0.083875798	1.032191928	4.643376675	10.52205803	14.16833869	13.92481961	10.54582135	7.081060961	3.945312773	2.332205779	1.618345777	0.929255732	0.497768506	0.363151362	0.068696159	0.178323949	0	0	0	0	0	0	0	0	0	0	0.042011307	0.260380831	1.545193113	4.769469212	7.341310675	6.453682286	4.459782267	2.025117454	0.629507147	0.3348667	0.138401443	0.0656745	0	0	0	0	0												
1969	1	2	3	2	28	0	0	0	0	0	0	0	0	0	0	0.139813194	0.537079338	2.343586606	6.691031142	11.69857364	12.44291808	11.42985368	9.107237549	5.593868555	4.863325651	2.867407829	1.932577269	1.109980747	0.829900361	0.322970163	0.162153804	0.055682392	0	0	0	0	0	0	0	0	0	0	0.018981267	0.245172116	2.286726711	7.554553319	6.943824947	5.502933101	2.976070482	1.479622701	0.576775629	0.180864724	0.069611384	0.03690362	0	0	0	0	0												
